"id","x_personality"
"skaggi_scar-face","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex in a secluded mine shaft"", ""romantic getaway with his wife to a hidden hot spring""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""assertive lover"", ""passionate"", ""possessive""], ""preferredSexPositions"": [""missionary"", ""doggie style"", ""reverse cowgirl""]}"
"solaf","{""orientation"": ""heterosexual"", ""sexFantasies"": [""meeting a mysterious woman in a secluded woods"", ""having sex with a fellow Stormcloak veteran"", ""trying dominant roleplay in a private tavern""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""adventurous"", ""romantic"", ""dominant"", ""private""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""doggy style""]}"
"reckless_mage","{""orientation"": ""heterosexual"", ""sexFantasies"": [""in a dark and mysterious forest, Reckless Mage forces himself on someone and they call him a 'great mage'""], ""sexualBehavior"": [""dirty talk"", ""playing with semen"", ""fingering""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""forceful"", ""boastful"", ""manipulative""], ""preferredSexPositions"": [""standing doggy"", ""magicусти.tpl.player on top"", ""sit on face""]}"
"sickly_farmer","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in a field"", ""being tended to by a nurturing partner""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""gentle"", ""appreciative""], ""preferredSexPositions"": [""missionary"", ""cowgirl""]}"
"sifnar_ironkettle","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex in the Palace kitchen"", ""sex with a Nord shieldmaiden"", ""sex while being watched by the Palace guards""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""threesomes""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""dominant"", ""possessive"", ""lustful""], ""preferredSexPositions"": [""missionary"", ""doggie style""]}"
"student","{""orientation"": ""bisexual"", ""sexFantasies"": [""threesomes with experienced mages"", ""sex in the College of Winterhold's hidden passages"", ""being dominated by a powerful mage""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""public sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""adventurous"", ""experimental"", ""submissive""], ""preferredSexPositions"": [""doggy style"", ""standing up"", ""oral sex""]}"
"sheogorath","{""orientation"": ""bisexual"", ""sexFantasies"": [""having sex in a giant Mushroom Forest"", ""Being worshiped as a god during sex"", ""Mass Daedric Orgy"", ""Forced to have sex with Madness"", ""Having Sex in the Mind palace of a mortal hero"", ""Multiple subplots with mammoths""], ""sexualBehavior"": [""public sex"", ""voyeurism"", ""exhibitionism"", ""orgies""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""teasing talk"", ""sexPersonalityTraits"": [""sadistic"", ""eccentric"", ""playful"", ""manipulative"", ""intense"", ""unpredictable""], ""preferredSexPositions"": [""standing 69"", ""cummings on top"", ""goddess spread eagle"", ""daedrictouch""]}"
"stenvar","{""orientation"": ""heterosexual"", ""sexFantasies"": [""making love in a secluded outdoor location"", ""surprising his partner with a romantic getaway"", ""being the dominant partner""], ""sexualBehavior"": [""nipple play"", ""cum tasting"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sultry seduction"", ""sexPersonalityTraits"": [""passionate"", ""romantic"", ""adventurous"", ""protective""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""spooning""]}"
"sirgar","{""orientation"": ""heterosexual"", ""sexFantasies"": [""taking over a mine's storage room for a secret tryst"", ""having sex on top of a pile of gold and precious gems"", ""being in control of a submissive partner""], ""sexualBehavior"": [""breast play"", ""nipple play"", ""voyeurism""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""assertive"", ""possessive"", ""adventurous""], ""preferredSexPositions"": [""doggy style"", ""missionary"", ""standing sex""]}"
"stands-in-shallows","{""orientation"": ""bisexual"", ""sexFantasies"": [""exhibitionism in the Black Marsh swamp"", ""threesomes with fellow Argonians"", ""anonymous sex in the Windhelm Docks""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""outdoor sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""adventurous"", ""hedonistic"", ""intense""], ""preferredSexPositions"": [""doggy style"", ""missionary"", ""standing""]}"
"sibbi_black-briar","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex in public places"", ""being serviced by multiple women"", ""role-playing as the dominant""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""facials""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""dominant"", ""aggressive"", ""demanding"", ""libidinous""], ""preferredSexPositions"": [""missionary"", ""doggy style"", ""standing from behind""]}"
"rulnik_wind-strider","{""orientation"": ""homosexual"", ""sexFantasies"": [""sex in a thunderstorm"", ""magic-infused orgasm"", ""receiving a sensual massage""], ""sexualBehavior"": [""nipple play"", ""cum tasting"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""attentive"", ""experimental""], ""preferredSexPositions"": [""standing"", ""missionary"", ""oral""]}"
"skjor","{""orientation"": ""bisexual"", ""sexFantasies"": [""werewolf transformation during sex"", ""group sex with fellow Companions"", ""sex in the wilderness under the full moon""], ""sexualBehavior"": [""nipple play"", ""threesomes"", ""outdoor sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""dominant"", ""passionate"", ""adventurous"", ""uninhibited"", ""wild""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""doggie style""]}"
"stormcloak_soldier","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex in a war-torn environment"", ""sex with a fellow rebel"", ""sex in a hidden underground location""], ""sexualBehavior"": [""aggressive thrusting"", ""rough play"", ""facetious teasing""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""passionate""], ""preferredSexPositions"": [""standing"", ""missionary"", ""doggy style""]}"
"sahloknir","{""orientation"": ""homosexual"", ""sexFantasies"": [""being ridden by Alduin"", ""forcing submission"", ""public display of dominance""], ""sexualBehavior"": [""rough sex"", ""claw tease"", ""scale scratching""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""dominant"", ""aggressive"", ""intense""], ""preferredSexPositions"": [""mounting"", ""domination"", ""rear entry""]}"
"sayma","{""orientation"": ""heterosexual"", ""sexFantasies"": [""romantic getaway"", ""private dance performance"", ""sensual massage""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""passionate"", ""tender"", ""playful""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""spooning""]}"
"rogatus_salvius","{""orientation"": ""heterosexual"", ""sexFantasies"": [""gentle bondage"", ""making love outdoors"", ""rekindling passion in marriage""], ""sexualBehavior"": [""kissing"", ""foreplay"", ""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""loving"", ""gentle"", ""romantic""], ""preferredSexPositions"": [""missionary"", ""woman on top""]}"
"reldith","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex in a field"", ""sex with a stranger in a barn"", ""sex during a thunderstorm""], ""sexualBehavior"": [""nipple play"", ""cum tasting"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""passionate"", ""adventurous"", ""submissive""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""rear entry""]}"
"sild_the_warlock","{""orientation"": ""bisexual"", ""sexFantasies"": [""humiliating slaves"", ""torture and pleasure"", ""dark ritual sex""], ""sexualBehavior"": [""cum play"", ""anal sex"", ""sexo con fantasmas""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""dominant"", ""sadistic"", ""manipulative""], ""preferredSexPositions"": [""bondage"", ""standing doggy"", ""face sitting""]}"
"skald","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having a younger lover"", ""sex in a secluded, outdoor location"", ""role-playing as a Viking warrior""], ""sexualBehavior"": [""cum tasting"", ""nipple play"", ""voeuyrism""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominating"", ""kinky""], ""preferredSexPositions"": [""missionary"", ""doggy style"", ""standing up against a wall""]}"
"ranmir","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being dominated"", ""anonymous sex"", ""watching a threesome""], ""sexualBehavior"": [""threesomes"", ""public sex"", ""voyeurism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""rough"", ""dominant"", ""emotionless""], ""preferredSexPositions"": [""missionary"", ""doggy style"", ""standing""]}"
"sondas_drenim","{""orientation"": ""heterosexual"", ""sexFantasies"": [""private voyeurism"", ""outdoor intimacy"", ""roleplay as a gentle father figure""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""tender"", ""caring"", ""possessive""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""spooning""]}"
"rahd","{""orientation"": ""heterosexual"", ""sexFantasies"": [""group sex with bandit comrades"", ""sex in a secluded cave"", ""rough sex while being watched""], ""sexualBehavior"": [""rough play"", ""pregnancy play"", ""money play""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""rough edged""], ""preferredSexPositions"": [""doggy style"", ""cowgirl"", ""missionary""]}"
"rolff_stone-fist","{""orientation"": ""heterosexual"", ""sexFantasies"": [""public sex"", ""sex with a Nord woman after a battle"", ""sex as a form of conquest""], ""sexualBehavior"": [""facials"", ""nipple play"", ""rough sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""assertive""], ""preferredSexPositions"": [""missionary"", ""doggystyle"", ""rough""]}"
"ravam_verethi","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex with a mysterious woman in a tavern"", ""having a threesome with two Dunmer women"", ""being dominated by a strong-willed woman""], ""sexualBehavior"": [""cum play"", ""anal play"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""assertive"", ""demanding"", ""passionate"", ""rough around the edges""], ""preferredSexPositions"": [""doggy style"", ""standing up"", ""cowgirl""]}"
"septimus_signus","{""orientation"": ""homosexual"", ""sexFantasies"": [""gang bang"", ""dwarven construct threesome"", ""seduce young novice""], ""sexualBehavior"": [""cum play"", ""rimming"", ""sucking""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""submissive"", ""wild""], ""preferredSexPositions"": [""missionary"", ""doggie style"", ""eating out""]}"
"ralis_sedarys","{""orientation"": ""bisexual"", ""sexFantasies"": [""orgies"", ""having sex in ancient ruins"", ""being dominant partner""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""facials""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""controlling"", ""experimental""], ""preferredSexPositions"": [""standing doggy"", ""missionary"", ""reverse cowgirl""]}"
"severio_pelagia","{""orientation"": ""homosexual"", ""sexFantasies"": [""romantic outdoor sex"", ""role-playing as a dominant farmer""], ""sexualBehavior"": [""nipple play"", ""cum tasting""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""passionate"", ""loving"", ""gentle"", ""possessive""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""doggy style""]}"
"rustleif","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in a secluded outdoor location"", ""recreating a romantic evening from his wedding night""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""gentle"", ""affectionate"", ""possessive""], ""preferredSexPositions"": [""missionary"", ""spooning""]}"
"senna","{""orientation"": ""heterosexual"", ""sexFantasies"": [""multiple partners"", ""public sex"", ""voyeurism""], ""sexualBehavior"": [""nipple play"", ""cum tasting"", ""breast play""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""sultry seduction"", ""sexPersonalityTraits"": [""passionate"", ""seductive"", ""uninhibited""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""doggy style""]}"
"staubin","{""orientation"": ""heterosexual"", ""sexFantasies"": [""forbidden knowledge"", ""ancient rituals"", ""hidden desires""], ""sexualBehavior"": [""nipple play"", ""cum play"", ""voyeurism""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""daring"", ""inventive"", ""curious""], ""preferredSexPositions"": [""the scholar's pose"", ""the explorer's delight"", ""the dwemer's design""]}"
"stormcloak_quartermaster","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in the wilderness"", ""being caught by comrades while having sex"", ""role-playing as a healer and patient""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""voyeurism""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""passionate"", ""adventurous"", ""intense"", ""submission""], ""preferredSexPositions"": [""missionary"", ""standing doggy"", ""spooning""]}"
"snilf","{""orientation"": ""heterosexual"", ""sexFantasies"": [""forceful seduction"", ""rape fantasy"", ""threesome with two women""], ""sexualBehavior"": [""rough sex"", ""cum play"", ""nipple play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""rough""], ""preferredSexPositions"": [""doggy style"", ""missionary"", ""reverse cowgirl""]}"
"stromm","{""orientation"": ""bisexual"", ""sexFantasies"": [""threesomes with fellow scholars"", ""sex in ancient ruins"", ""being dominated by a powerful sorceress""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""cum play""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""adventurous"", ""experimental"", ""passionate""], ""preferredSexPositions"": [""doggy style"", ""standing"", ""missionary""]}"
"stormcloak_general","{""orientation"": ""heterosexual"", ""sexFantasies"": [""conquering a woman as fiercely as the Stormcloaks plan to conquer the Empire"", ""defecting an Imperial woman and turning her to the Stormcloak cause while making love to her""], ""sexualBehavior"": [""rough kissing"", ""aggressive nipple play"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""adventurous"", ""loyalty driven""], ""preferredSexPositions"": [""missionary"", ""standing"", ""bent over""]}"
"stalf","{""orientation"": ""homosexual"", ""sexFantasies"": [""threesomes with Orthjolf and another male vampire"", ""engaging in a bloodlust-fueled orgy with other vampires"", ""dominating a mortal in a dark, secluded location""], ""sexualBehavior"": [""nipple play"", ""rimming"", ""public sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""dominant"", ""aggressive"", ""possessive""], ""preferredSexPositions"": [""missionary"", ""doggie style"", ""standing""]}"
"silda_the_unseen","{""orientation"": ""bisexual"", ""sexFantasies"": [""threesomes"", ""exhibitionism"", ""being dominated by a strong partner""], ""sexualBehavior"": [""nipple play"", ""cum play"", ""public sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""adventurous"", ""kinky"", ""secretive""], ""preferredSexPositions"": [""doggy style"", ""reverse cowgirl"", ""standing""]}"
"sirkjorg","{""orientation"": ""heterosexual"", ""sexFantasies"": [""group sex with fellow Nord warriors"", ""rough sex in a wilderness setting"", ""sex with a powerful, dominant woman""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""adventurous"", ""dominant""], ""preferredSexPositions"": [""missionary"", ""standing doggystyle"", ""riding""]}"
"sapphire","{""orientation"": ""bisexual"", ""sexFantasies"": [""sex with a rival thief"", ""sex in a dark alley"", ""being watched by multiple people"", ""forced sex"", ""rape fantasy""], ""sexualBehavior"": [""cum play"", ""facials"", ""nipple play"", ""public sex"", ""voyeurism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""dominant"", ""aggressive"", ""manipulative"", ""calculative"", ""fiercely orgasmic""], ""preferredSexPositions"": [""doggy style"", ""reverse cowgirl"", ""standing sex""]}"
"sarthis_idren","{""orientation"": ""bisexual"", ""sexFantasies"": [""rough sex with multiple partners"", ""sex in public places"", ""being dominated by a powerful lover""], ""sexualBehavior"": [""cum play"", ""facials"", ""threesomes""], ""relationshipStyle"": ""polyamorous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""dominant"", ""aggressive"", ""uninhibited""], ""preferredSexPositions"": [""doggy style"", ""reverse cowgirl"", ""standing sex""]}"
"sanguine","{""orientation"": ""bisexual"", ""sexFantasies"": [""orgies with mortals"", ""humiliating partners in public"", ""being worshipped as a Daedric Prince""], ""sexualBehavior"": [""cum play"", ""facials"", ""public sex""], ""relationshipStyle"": ""swinging"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""dominant"", ""sadistic"", ""exhibitionistic""], ""preferredSexPositions"": [""standing doggy"", ""reverse cowgirl"", ""69""]}"
"safia","{""orientation"": ""bisexual"", ""sexFantasies"": [""being dominant in a threesome"", ""having sex on a ship during a storm"", ""being tied up and dominated by a partner""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""public sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""dominant"", ""aggressive"", ""adventurous"", ""uninhibited""], ""preferredSexPositions"": [""on top"", ""doggy style"", ""reverse cowgirl""]}"
"seasoned_hunter","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being dominated"", ""sex in nature"", ""PUBLIC FUCK""], ""sexualBehavior"": [""threesomes"", ""outdoor sex"", ""nipple play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""kinky""], ""preferredSexPositions"": [""missionary"", ""from behind""]}"
"rundi","{""orientation"": ""bisexual"", ""sexFantasies"": [""having sex in a secluded, snowy location"", ""being dominated by a powerful mage"", ""having a threesome with a fellow mage and a Nord warrior""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""voyeurism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""breathless gasps"", ""sexPersonalityTraits"": [""adventurous"", ""submissive"", ""curious""], ""preferredSexPositions"": [""oral sex"", ""anal sex"", ""mutual masturbation""]}"
"sosia_tremellia","{""orientation"": ""heterosexual"", ""sexFantasies"": [""making love outdoors"", ""(domain-specific) being pleasured after long days of mining""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""gentle kissing""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""passionate"", ""submissive"", ""loving""], ""preferredSexPositions"": [""missionary"", ""spoons"", ""cowgirl""]}"
"slitter","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being watched while having sex"", ""sex in a secluded outdoor location""], ""sexualBehavior"": [""nipple play"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""assertive"", ""adventurous"", ""possessive""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""rear entry""]}"
"storn_crag-strider","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex in a sacred place"", ""being intimate with a Skaal woman during a ritual"", ""exploring the wilderness with a lover""], ""sexualBehavior"": [""nipple play"", ""cum tasting"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""spiritual"", ""adventurous"", ""affectionate""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""standing""]}"
"sigdis_gauldurson","{""orientation"": ""homosexual"", ""sexFantasies"": [""double penetration"", ""orgies with other draugr"", ""forced submission of a powerful foe"", ""sex in a ancient Nord temple""], ""sexualBehavior"": [""anal play"", ""public sex"", ""exhibitionism"", ""rimming"", ""facials"", ""crap play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""aggressive"", ""power-driven"", ""dominant""], ""preferredSexPositions"": [""top"", ""standing doggystyle"", ""face fucking""]}"
"siddgeir","{""orientation"": ""bisexual"", ""sexFantasies"": [""Taking a conquest to bed on the throne of Falkreath"", ""Fulfilling Nenya's secret desires for power and submission"", ""Using my status as Jarl for seduction""], ""sexualBehavior"": [""facials"", ""threesomes"", ""cuckolding""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dominant talk"", ""sexPersonalityTraits"": [""arrogant"", ""demanding"", ""manipulative""], ""preferredSexPositions"": [""missionary"", ""standing"", ""sex on a throne""]}"
"snilling","{""orientation"": ""heterosexual"", ""sexFantasies"": [""having sex by the fireplace"", ""outdoor sex in a secluded spot""], ""sexualBehavior"": [""nipple play"", ""breast play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""loving"", ""affectionate"", ""gentle""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""spooning""]}"
"ronthil","{""orientation"": ""bisexual"", ""sexFantasies"": [""being dominated by a powerful partner"", ""exploring dark and forbidden places for sex"", ""having group sex with other vampires""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""public sex"", ""voyeurism""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""submissive talk"", ""sexPersonalityTraits"": [""submissive"", ""experimental"", ""eager to please""], ""preferredSexPositions"": [""doggy style"", ""blowjob"", ""missionary""]}"
"romlyn_dreth","{""orientation"": ""heterosexual"", ""sexFantasies"": [""outdoor sex with multiple partners"", ""being watched by a group of strangers""], ""sexualBehavior"": [""public sex"", ""exhibitionism"", ""voyeurism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""adventurous"", ""dominant""], ""preferredSexPositions"": [""doggy style"", ""reverse cowgirl"", ""standing""]}"
"salma","{""orientation"": ""heterosexual"", ""sexFantasies"": [""Having sex in a ancient temple"", ""Making love in a hidden treasure room"", ""Sex on a mountaintop""], ""sexualBehavior"": [""nipple play"", ""public sex"", ""sex in outdoor settings""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""playful banter"", ""sexPersonalityTraits"": [""passionate"", ""wild"", ""unpredictable""], ""preferredSexPositions"": [""cowgirl"", ""reverse cowgirl"", ""spooning""]}"
"rorlund","{""orientation"": ""heterosexual"", ""sexFantasies"": [""private devotional rituals with wife"", ""erotic candlelit worship""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""slow sensual touch""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""devout"", ""passionate"", ""romantic""], ""preferredSexPositions"": [""missionary"", ""standing"", ""rear entry""]}"
"salonia_caelia","{""orientation"": ""bisexual"", ""sexFantasies"": [""being dominated by a powerful partner"", ""group sex with multiple vampires"", ""sex in a dark, abandoned ruin""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""voyeurism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""seductive"", ""manipulative"", ""insatiable"", ""adventurous"", ""ruthless""], ""preferredSexPositions"": [""doggy style"", ""missionary"", ""standing""]}"
"stig_salt-plank","{""orientation"": ""heterosexual"", ""sexFantasies"": [""sex with multiple women at once"", ""sex in a tavern or inn"", ""being watched during sex""], ""sexualBehavior"": [""cum play"", ""nipple play"", ""public sex""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""dominant"", ""flirtatious"", ""adventurous""], ""preferredSexPositions"": [""standing doggy"", ""missionary with legs on shoulders"", ""cowgirl""]}"
"sigrid","{""orientation"": ""heterosexual"", ""sexFantasies"": [""midnight rendezvous in the forest"", ""romantic getaway to a secluded cottage""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""outdoor sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sensual whispering"", ""sexPersonalityTraits"": [""passionate"", ""tender"", ""demanding""], ""preferredSexPositions"": [""missionary"", ""cowgirl"", ""rear entry""]}"
"shuftharz","{""orientation"": ""heterosexual"", ""sexFantasies"": [""role-playing as a warrior and blacksmith"", ""sex in the forge"", ""threesomes with husband and another woman""], ""sexualBehavior"": [""nipple play"", ""breast play"", ""public sex""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""passionate"", ""affectionate"", ""possessive""], ""preferredSexPositions"": [""missionary"", ""doggystyle"", ""cowgirl""]}"
"silver-blood_mercenary","{""orientation"": ""heterosexual"", ""sexFantasies"": [""Submission and dominance play"", ""Sex with multiple partners"", ""Exhibitionism in public""], ""sexualBehavior"": [""facials"", ""nipple play"", ""voyeurism""], ""relationshipStyle"": ""open relationship"", ""speakStyleDuringSex"": ""dirty talk"", ""sexPersonalityTraits"": [""aggressive"", ""dominant"", ""passionate""], ""preferredSexPositions"": [""missionary"", ""standing"", ""bent over""]}"
"silana_petreia","{""orientation"": ""heterosexual"", ""sexFantasies"": [""being intimate with a fellow priestess"", ""a secret affair with a temple guard"", ""erotic spiritual rituals""], ""sexualBehavior"": [""breast play"", ""tender kissing"", ""mutual masturbation""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sweet talk"", ""sexPersonalityTraits"": [""romantic"", ""emotional"", ""tender"", ""adventurous""], ""preferredSexPositions"": [""missionary"", ""lotus"", ""cuddle fuck""]}"
"sanctuary_guardian","{""orientation"": ""homosexual"", ""sexFantasies"": [""sex with a Night Mother adherent"", ""Disciplining disobedient followers""], ""sexualBehavior"": [""oral sex"", ""anal"", ""cum play""], ""relationshipStyle"": ""monogamous"", ""speakStyleDuringSex"": ""sultry seduction"", ""sexPersonalityTraits"": [""intense"", ""demanding"", ""austere""], ""preferredSexPositions"": [""missionary"", ""from behind"", ""corps a corps""]}"
